text,hap_val,ang_val,sad_val,fea_val,dis_val,EMO_lab
"Młodzi ludzie nie decydują się na dzieci po prostu nie mogą mieć pewności że będą mieli dach nad głową, gdzie tego dzieciaka wychować.",1.29,0.48,0.47,0.57,0.41,HAP
"Lewica ma program budowy 200 tysięcy miejsc w żłobkach. Tak żebyśmy w końcu skończyli z tą zawstydzającą sytuacją, w której tak bardzo odstajemy pod tym względem od europejskich standardów.",0.84,0.46,0.52,0.56,0.38,HAP
"to nie jest atak, to jest merytoryczna krytyka Chciałem odpowiedzieć panu posłowi Horale, panie pośle jeżeli ja cytuję dane z planu Morawieckiego i wskazuję, że nie udało się spełnić założeń",0.65,0.68,0.56,0.79,0.55,FEA
"to nie jest atak, to jest merytoryczna krytyka Sądzę że PiS takiej merytorycznej opozycji potrzebuje",0.72,1.14,0.97,1.24,0.85,FEA
"Sądzę że PiS takiej merytorycznej opozycji potrzebuje inaczej będzie zdany tylko na siły lewicowe czy liberalne, siły okrągłostołowe.",1.52,1.01,0.86,1.15,0.73,HAP
"to nie jest atak, to jest merytoryczna krytyka Konfederacja przedstawia alternatywne spojrzenie",1.48,1.14,0.97,1.53,0.87,FEA
"to nie jest atak, to jest merytoryczna krytyka podchodzi konstruktywnie",0.52,0.95,0.73,1.42,0.71,FEA
"natomiast atakiem jest coś takiego, co robiła telewizja Polska. Dzisiaj wygraliśmy drugi proces z telewizją kontrolowaną przez Pana kolegów.",1.54,1.26,1.05,1.26,0.91,HAP
Chciałbym pana poprosić żebyśmy to nie my byli atakowani. Dzisiaj wygraliśmy drugi proces z telewizją kontrolowaną przez Pana kolegów.,0.9,0.61,0.53,0.54,0.44,HAP
jest wymownym symbolem rządów Prawa i Sprawiedliwości To że mamy dzisiaj do czynienia z sytuacją w której zamiast opierać się o naukę opiera się o uprzedzenia albo ideologię odcinając ludziom dostęp do świadczeń medycznych jest po prostu postawieniem sprawy na głowie,0.63,0.55,0.47,0.56,0.51,HAP
"Jak widzicie, proszę państwa trwa atak koalicji anty PiS właściwie każdy z wypowiadających się głównie mówi źle o Prawie i Sprawiedliwości.",1.28,0.98,0.93,1.13,0.8,HAP
"i my gwarantujemy że państwo nie będzie zmuszało poprzez system prawno-podatkowy, żeby dofinansowywać metodę na którą po prostu nie pozwala im sumienie. Ta metoda budzi poważne wątpliwości etyczne i moralne milionów Polaków",2.0,1.4,1.37,1.49,1.17,HAP
Ale jeżeli mówimy o polityce społecznej to nie sposób wspomnieć o tym że to Prawo i Sprawiedliwość uczyniła z niej - z polityki rodzinnej - rdzeń swojego programu. To program 500 plus na każde dziecko,0.96,0.8,0.67,0.75,0.72,HAP
Ale jeżeli mówimy o polityce społecznej to nie sposób wspomnieć o tym że to Prawo i Sprawiedliwość uczyniła z niej - z polityki rodzinnej - rdzeń swojego programu. to wyprawka 300 plus.,0.76,0.72,0.6,0.66,0.66,HAP
I pewnie gdyby co nie daj Boże wrócili do władzy Polacy usłyszą to samo. Ale kiedy rządziła PO-PSL to Polacy słyszeli że pieniędzy na to nie ma i nie będzie.,0.81,0.55,0.49,0.68,0.45,HAP
"Szanowni państwo, pan poseł Horała ma chyba jakąś obsesję widzi wszędzie anty PiS",0.7,0.46,0.45,0.45,0.4,HAP
To że nie macie żadnej zdolności koalicyjnej wszystkich obrażacie,1.41,0.68,0.52,0.7,0.56,HAP
To że nie macie żadnej zdolności koalicyjnej chcecie eliminować inne środowiska polityczne,2.08,0.99,0.9,1.05,0.85,HAP
to jest wasza wina i nie szukajcie winy w innych. To że nie macie żadnej zdolności koalicyjnej,2.47,1.38,1.2,1.35,1.05,HAP
"Obłudne, jeszcze raz powtórzę,  jest to że mówicie o etyce nie zmieniając ustawy ani aborcyjnej",0.93,0.81,0.71,0.99,0.65,FEA
"Obłudne, jeszcze raz powtórzę,  jest to że mówicie o etyce ani nie wypowiadając konwencji antyprzemocowej",0.45,0.32,0.25,0.32,0.24,HAP
"Obłudne, jeszcze raz powtórzę,  jest to że mówicie o etyce ani nie zmieniając ustawy o in vitro.",0.84,0.73,0.64,0.89,0.59,FEA
"Niech się pan panie prezesie nie spieszy do kolejnej kadencji co do tego, że PiS będzie chciał znowu podnieść rękę na polskie kobiety i znowu będzie próbował przeforsować zaostrzenie ustawy antyaborcyjnej nikt nie ma wątpliwości.",1.18,0.79,0.92,1.03,0.66,HAP
"niech pan panie pośle nie mówi,  że jest pan szermierzem wolności światopoglądowej. Prawda jest taka, że akurat wolność światopoglądowa pod waszymi rządami, wolność wyboru, to jest coś co znaczna część waszego ugrupowania aż dyszy żeby odebrać Polkom.",1.57,0.76,0.65,0.9,0.62,HAP
"To nie jest, panie pośle, atak anty pisowców. To jest dyskusja ludzi, którzy uznają dokonania naukowe",0.77,1.0,0.81,1.01,0.77,FEA
"To nie jest, panie pośle, atak anty pisowców. Jednocześnie szanują wrażliwość i oczekiwania ludzi",1.14,1.27,1.07,1.38,0.96,FEA
"To jest dyskusja ludzi, którzy uznają dokonania naukowe szanują głos ekspertów",0.58,0.44,0.43,0.42,0.37,HAP
"To jest dyskusja ludzi, którzy uznają dokonania naukowe przedkładają to ponad gusła",0.66,0.51,0.49,0.48,0.42,HAP
Trzeba to zmienić musimy zatrzymać wodę ona musi być dostępna.,0.88,0.27,0.31,0.4,0.24,HAP
"My marnujemy ogromne ilości wody, które spadają z deszczem i szybko spływają rzekami do Bałtyku nie ma małej retencji",0.98,0.65,0.69,0.82,0.54,HAP
"My marnujemy ogromne ilości wody, które spadają z deszczem i szybko spływają rzekami do Bałtyku nie ma przed domami zbiorników retencyjnych",1.16,0.63,0.67,0.8,0.51,HAP
taki program “Sadzawka” trzeba wprowadzić Trzeba to zmienić musimy zatrzymać wodę,0.59,0.18,0.21,0.26,0.16,HAP
taki program “Sadzawka” trzeba wprowadzić Bardzo ważna jest kwestia wody.,0.66,0.2,0.23,0.3,0.18,HAP
"Bardzo ważna jest kwestia wody. My marnujemy ogromne ilości wody, które spadają z deszczem i szybko spływają rzekami do Bałtyku",1.19,0.66,0.7,0.89,0.54,HAP
My mówimy o miksie energetycznym 50 na 50 w roku 2030. Powinno 50 proc. energii być wytwarzane z odnawialnych źródeł energii. To jest ambitny plan.,1.65,0.68,0.67,0.82,0.59,HAP
My mówimy o miksie energetycznym 50 na 50 w roku 2030. Dzisiaj najbardziej realne jest przejście w 50 procentach w roku 2030.,0.9,0.43,0.38,0.49,0.37,HAP
"W związku z tym to nie jest pakiet który można podpisać przed wyborami który za chwilę się po wyborach zapomni. Dziś postulat lekarzy środowisk medycznych i ekspertów brzmi tak -  to jest postulat także do polityków: usiądziemy razem i opracujemy pakiet zmian, który obowiązywał będzie bez względu na to kto jest aktualnie przy władzy.",1.48,1.03,0.93,1.26,0.79,HAP
"Jesteśmy gotowi do pracy ze wszystkimi środowiskami,  tu nie będzie różnic i dzisiaj deklaruję ja, jako lekarz, nie jako polityk że zrobię wszystko żeby będąc w opozycji czy w koalicji uzdrowić polską służbę zdrowia. Ona musi być inaczej zarządzana, inaczej dystrybuowane środki, musi być większy udział samorządów lekarskich, pielęgniarskich, samorządu fizjoterapeutów i innych w zarządzaniu tymi pieniędzmi wpływ również samorządów terytorialnych.",0.92,0.67,0.61,0.72,0.57,HAP
Nie pokazujecie na ile są dzisiaj zadłużone wszystkie szpitale Utajniliście ten raport! 13 miliardów to są ostatnie dane.,0.61,0.58,0.68,0.68,0.39,SAD
"muszą się spełnić słowa Jarosława Bilińskiego,  przywódcy rezydentów “Niech wygra partia zdrowia”. Jeżeli nie będzie ponadpolitycznego porozumienia, to nie będzie zmiany w służbie zdrowia",1.32,0.66,0.64,0.87,0.6,HAP
"Aby mówić o zrównoważonym budżecie - to się w głowie już po prostu nie mieści. Kolejki? Jedną zaćmy wybieracie, a  dzisiaj wzrosły kolejki -jeszcze raz przypomnę- w dwudziestu sześciu specjalnościach tylko w czterech się skróciły.",0.75,0.68,0.57,0.57,0.47,HAP
Aby mówić o zrównoważonym budżecie - to się w głowie już po prostu nie mieści. Nie pokazujecie na ile są dzisiaj zadłużone wszystkie szpitale,0.95,0.48,0.44,0.54,0.39,HAP
"Aby mówić o zrównoważonym budżecie - to się w głowie już po prostu nie mieści. Ujmujący jest dobry humor pana posła Horały. Panie pośle, proszę pojechać do Grudziądza tam jest szpital zadłużony na pół miliarda złotych.",0.73,0.5,0.47,0.48,0.42,HAP
i właściwie na tym mogę zakończyć odpowiedź na to pytanie Nie jesteśmy zwolennikami finansowania takich metod z budżetu państwa,1.97,1.22,1.29,1.55,0.95,HAP
"To jest problem, na który chciałem zwrócić uwagę Przedsiębiorcy nie będą mieli na wzrost wynagrodzeń.",1.29,0.74,0.79,0.83,0.55,HAP
"To jest problem, na który chciałem zwrócić uwagę Sektor publiczny nie będzie miał na godziwe płace w ochronie zdrowia itd itd.",0.85,0.49,0.53,0.67,0.41,HAP
Przedsiębiorcy nie inwestują rząd wprawił ich w zakłopotanie swoimi fantastycznymi propozycjami i nie wiedzą absolutnie czego się spodziewać.,1.05,0.7,0.53,0.79,0.59,HAP
"To jest problem, na który chciałem zwrócić uwagę arcy ważny dla nas, jako dla Konfederacji.",0.17,0.43,0.5,0.49,0.3,SAD
"To jest problem, na który chciałem zwrócić uwagę Jeżeli tego nie zmienimy, to nie będziemy w stanie finansować wszystkich rzeczy o których tutaj mówimy.",0.66,0.58,0.61,0.65,0.44,HAP
"jeszcze pozwolę sobie powiedzieć o sytuacji gospodarczej. To jest problem, na który chciałem zwrócić uwagę",0.88,0.79,0.88,0.98,0.63,FEA
Niestety on nie nastąpił. Przedsiębiorcy nie inwestują,0.0,0.0,0.0,0.0,0.0,None
"To jest problem, na który chciałem zwrócić uwagę Niestety on nie nastąpił.",0.2,0.51,0.58,0.57,0.35,SAD
"Niestety on nie nastąpił. Nasz rozwój gospodarczy, PKB jest napędzany głównie konsumpcją.",0.12,0.06,0.06,0.07,0.05,HAP
Niestety on nie nastąpił. mamy jeden z najniższych w Europie odsetek inwestycji prywatnych - 13 proc.,0.37,0.3,0.26,0.27,0.26,HAP
"To jest problem, na który chciałem zwrócić uwagę Dwa słowa, warto spojrzeć na dokumenty, które rząd PiS ukrył a mianowicie plan Morawieckiego.",0.86,0.83,0.74,0.88,0.67,FEA
"Głos na PSL to najprostsza droga do odsunięcia złych ludzi od władzy. Ani lewica -  czy to z Platformy czy z SLD - anie prawica z Konfederacji czy z PiSu,  nie zapewni normalności.",0.79,0.72,0.62,0.71,0.53,HAP
"Głos na PSL to najprostsza droga do odsunięcia złych ludzi od władzy. Głos oddany na PSL będzie najcenniejszy, bo to jest głos za państwem, które szanuje każdego człowieka, które nikomu nie zagląda za firanki, ale nie pozwoli na rewolucję obyczajową.",1.35,1.07,1.06,1.13,0.86,HAP
"Głos na PSL to najprostsza droga do odsunięcia złych ludzi od władzy. To jest państwo, które będzie działać w myśl staropolskiego przysłowia “bez pracy nie ma kołaczy”, docenimy ludzi ciężkiej pracy, nie tylko polityka społeczna, ale docenienie tych wszystkich, którzy się składają na dobrobyt.",1.51,1.07,0.98,1.15,0.78,HAP
"To jest państwo, które będzie działać w myśl staropolskiego przysłowia “bez pracy nie ma kołaczy”, docenimy ludzi ciężkiej pracy, nie tylko polityka społeczna, ale docenienie tych wszystkich, którzy się składają na dobrobyt. I dla Polski w imię zasad, trzeba pójść na te wybory.",1.33,0.76,0.73,0.91,0.56,HAP
"Proszę was moi rodacy nie traćcie wiary w lepszą przyszłość Polski. Ona jest w naszym zasięgu. Ona jest możliwa, tylko trzeba wybrać rozsądne centrum.",1.6,1.25,1.31,1.55,0.84,HAP
"Ani lewica -  czy to z Platformy czy z SLD - anie prawica z Konfederacji czy z PiSu,  nie zapewni normalności. Proszę was moi rodacy nie traćcie wiary w lepszą przyszłość Polski.",0.64,0.58,0.68,0.79,0.38,FEA
płaca minimalna powinna rosnąć proporcjonalnie do wzrostu wynagrodzeń w gospodarce. Nie da się podnosić wynagrodzeń w całej gospodarce stymulując to wyłącznie podnoszeniem płacy minimalnej.,1.76,0.76,0.76,0.87,0.62,HAP
"Nie da się podnosić wynagrodzeń w całej gospodarce stymulując to wyłącznie podnoszeniem płacy minimalnej. Założenie,  że da się w ciągu dwóch lat wymusić wzrost wynagrodzeń o 500 złotych - bo dokładnie taką ścieżkę wzrostu płacy minimalnej zaproponował premier Morawiecki w swoich zapowiedziach - to jest absurd.",1.12,0.56,0.53,0.61,0.47,HAP
"Jest to coś, o co niekiedy my bywamy zupełnie fałszywie oskarżani -  czyli jest to populizm. Widać wyraźnie że rząd próbuje stworzyć  wrażenie możliwości stymulacji gospodarki podnoszeniem płacy minimalnej przed społeczeństwem.",0.61,0.7,0.59,0.69,0.56,ANG
"Założenie,  że da się w ciągu dwóch lat wymusić wzrost wynagrodzeń o 500 złotych - bo dokładnie taką ścieżkę wzrostu płacy minimalnej zaproponował premier Morawiecki w swoich zapowiedziach - to jest absurd. To uderzy przede wszystkim w przedsiębiorców, a trzeba brać pod uwagę że GUS nie uwzględnia mikroprzedsiębiorstw przy podawaniu średniego wynagrodzenia.",0.91,0.43,0.4,0.46,0.36,HAP
"Założenie,  że da się w ciągu dwóch lat wymusić wzrost wynagrodzeń o 500 złotych - bo dokładnie taką ścieżkę wzrostu płacy minimalnej zaproponował premier Morawiecki w swoich zapowiedziach - to jest absurd. W niektórych województwach takich np. jak to z którego kandydowałem czyli świętokrzyskiem, wynagrodzenia w mikroprzedsiębiorstwach średnie w tej chwili są niższe niż to co proponuje rząd.",1.09,0.59,0.51,0.59,0.49,HAP
Nie da się podnosić wynagrodzeń w całej gospodarce stymulując to wyłącznie podnoszeniem płacy minimalnej. Płaca minimalna to już w tej chwili doprowadza do zabicia miejsc pracy i  wypycha ludzi do szarej strefy.,1.41,0.78,0.77,0.81,0.61,HAP
"Dzisiaj rządzący łatwą ręką chcą podpisać rozporządzenie ale nie zapłaci za to rząd PiSu moi drodzy. Zapłacą polscy przedsiębiorcy, którzy w czasach kryzysu uratowali polską gospodarkę. Zapłacą pracodawcy, którzy w najtrudniejszych chwilach wspierają i budują dobrobyt w Polsce.",1.15,0.74,0.71,0.8,0.61,HAP
"Najlepszym sposobem, jakby rząd był uczciwy, to najlepszym sposobem byłoby podniesienie kwoty wolnej od podatku. w Polsce kwota wolna od podatku jest niższa niż w Maroku w Tajlandii",0.71,1.0,0.89,0.87,0.84,ANG
"Najlepszym sposobem, jakby rząd był uczciwy, to najlepszym sposobem byłoby podniesienie kwoty wolnej od podatku. W Polsce kwota wolna od podatku jest niższa niż w  Estonii czy Słowenii, czyli krajach europejskich  z którymi wchodziliśmy do Unii Europejskiej.",0.62,0.75,0.69,0.71,0.64,ANG
"Postulujemy spełnienie obietnic Beaty Szydło z pierwszych 100 dni rządu. Kwota wolna od podatku 8 tysięcy od razu. Najlepszym sposobem, jakby rząd był uczciwy, to najlepszym sposobem byłoby podniesienie kwoty wolnej od podatku.",0.98,0.93,0.8,0.84,0.78,HAP
"Minimalne wynagrodzenie musi rosnąć i musi wynosić 50 proc. przeciętnego, zresztą takie projekty były składane, obiecywało to też Prawo i Sprawiedliwość. To jest postulat związkowy.",1.14,0.65,0.62,0.68,0.52,HAP
zyskują wszyscy obniżamy wszystkie składki i podatki do maksymalnie 35 procent,0.77,1.08,0.98,0.94,0.89,ANG
"Nie spłaszczamy płac nie może tak być, że ktoś kto zarabiał 500 złotych więcej niż płaca minimalna, dzisiaj będzie stratny",1.34,0.55,0.53,0.7,0.43,HAP
"zyskują wszyscy Klin podatkowy się zmniejsza, koszty pracy wcale nie wzrastają",0.99,0.46,0.44,0.61,0.34,HAP
"Najmniej zarabiający zyskują ponad 600 złotych, ale nie kosztem pracodawcy Nie spłaszczamy płac",0.77,0.26,0.22,0.47,0.2,HAP
"W naszym programie mówimy wyraźnie: płaca minimalna ma stanowić 50 procent średniego wynagrodzenia osoby najniżej zarabiające muszą korzystać z owoców wzrostu i to gwarantuje nasz program. Niższe podatki, wyższa płaca.",1.44,0.8,0.75,0.84,0.65,HAP
"osoby najniżej zarabiające muszą korzystać z owoców wzrostu i to gwarantuje nasz program. Niższe podatki, wyższa płaca. Najmniej zarabiający zyskują ponad 600 złotych, ale nie kosztem pracodawcy",1.38,0.72,0.68,0.85,0.58,HAP
W naszym programie mówimy wyraźnie: płaca minimalna ma stanowić 50 procent średniego wynagrodzenia W naszym programie jasno mówimy: płaca minimalna nie może być kwestią przetargu polityków.,1.37,0.68,0.64,0.73,0.54,HAP
"To nie Jarosław Kaczyński ma wychodzić i mówić ile ona może wynosić gdyby się dało kreować bogactwo, no to moglibyśmy zapisać w ustawie że płaca minimalna to jest 10 tysięcy",1.19,0.71,0.66,0.79,0.56,HAP
W naszym programie jasno mówimy: płaca minimalna nie może być kwestią przetargu polityków. To nie Jarosław Kaczyński ma wychodzić i mówić ile ona może wynosić,1.5,0.73,0.69,0.83,0.55,HAP
"to jest moment, w którym można odpowiedzialnie podnieść płacę minimalną i można ją podnieść w tym roku odważniej niż proponuje PiS Mamy w tym momencie dobrą sytuację gospodarczą mamy wysokie zyski w przedsiębiorstwach",0.72,0.39,0.4,0.45,0.33,HAP
"Lewica proponuje podniesienie płacy minimalnej do 2 700 złotych. to jest moment, w którym można odpowiedzialnie podnieść płacę minimalną i można ją podnieść w tym roku odważniej niż proponuje PiS",0.64,0.38,0.4,0.45,0.34,HAP
"Natomiast, w przeciwieństwie do panów z PiSu, ja nie będę wróżyć jaka będzie sytuacja gospodarcza za trzy albo cztery lata albo za siedem lat i będę podawać co do złotówki ile ma wtedy wynosić płaca minimalna jestem po prostu odpowiedzialny",1.23,0.81,0.82,0.91,0.65,HAP
"Natomiast, w przeciwieństwie do panów z PiSu, ja nie będę wróżyć jaka będzie sytuacja gospodarcza za trzy albo cztery lata albo za siedem lat i będę podawać co do złotówki ile ma wtedy wynosić płaca minimalna Takie decyzje trzeba podejmować w każdym roku w oparciu o dane z gospodarki z tego roku, a nie obiecywać ludziom gruszki na wierzbie.",1.03,0.7,0.72,0.76,0.57,HAP
